application_number,filing_date,invention_subject_matter,application_type,examiner_name_last,examiner_name_first,examiner_name_middle,examiner_id,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,customer_number,atty_docket_number,appl_status_code,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,abandon_date,disposal_type,invention_title,small_entity_indicator,aia_first_to_file
PCT/US99/26846,1999-11-12,?,PCT,WALKER,MISTY,F,92867,5332,000,000000,,None,SFILM.001QPC,218,13dec1999 17:26:37,9200,2006-03-27,,,200030338,2000-05-25,,,,PEND,ELECTRONIC FILM SYSTEM AND METHOD OF FILM PROCESSING,0,0
PCT/US99/26847,1999-11-12,?,PCT,PATEL,JAGDISH,,67584,2765,705,014000,,None,NVW-002 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200030003,2000-05-25,,,,PEND,METHODS AND APPARATUS FOR DELIVERING TARGETED INFORMATION AND ADVERTISING OVER THE INTERNET,0,0
PCT/US99/26848,1999-11-17,?,PCT,KAUSHAL,SUMESH,,64834,OPIM,800,013000,,None,WARF-04041,256,10nov2001 00:00:00,9200,2006-03-27,,,200030437,2000-06-02,,,,PEND,TRANSGENIC ANIMALS,0,0
PCT/US99/26849,1999-11-12,?,PCT,CHAWAN,VIJAY,B,96990,2658,704,268000,,None,QCPA704PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200030073,2000-05-25,,,,PEND,SYNTHESIS OF SPEECH FROM PITCH PROTOTYPE WAVEFORMS BY TIME-SYNCHRONOUS WAVEFORM INTERPOLATION,0,0
PCT/US99/26850,1999-11-12,?,PCT,ARMSTRONG,ANGELA,A,70405,2659,704,219000,,None,QCPA705PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200030075,2000-05-25,,,,PEND,CLOSED-LOOP VARIABLE-RATE MULTIMODE PREDICTIVE SPEECH CODER,0,0
PCT/US99/26851,1999-11-12,?,PCT,HUDSPETH,DAVID,R,74172,2657,704,208000,,None,QCPA706PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200030074,2000-05-25,,,,PEND,LOW BIT-RATE CODING OF UNVOICED SEGMENTS OF SPEECH,0,0
PCT/US99/26852,1999-11-12,?,PCT,ZEWDU,MELESS,NMN,99272,2643,455,432000,,None,QCPA707PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200033593,2000-06-08,,,,PEND,METHOD AND APPARATUS FOR FAST AND RANDOM ACCESS OF VARIABLE SIZED RECORDS STORED IN A PARTITIONED,0,0
PCT/US99/26853,1999-11-12,?,PCT,ASSOUAD,PATRICK,J,97920,2857,702,107000,,None,QCPA708PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200030263,2000-05-25,,,,PEND,METHOD AND APPARATUS FOR CALIBRATING A RESISTIVE LADDER SWITCHING MATRIX,0,0
PCT/US99/26854,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,WUR 50651/WO,218,13dec1999 17:25:24,9200,2006-03-27,,,200029459,2000-05-25,,,,PEND,POLYISOCYANURATE COMPOSITIONS AND COMPOSITES,0,0
PCT/US99/26855,1999-11-12,?,PCT,EDUN,MUHAMMAD,N,79585,2687,369,112000,,None,NDROSPCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200028533,2000-05-18,,,,PEND,OPTICAL SYSTEM WITH INTERACTIVE DATA CAPABILITY,0,0
PCT/US99/26856,1999-11-12,?,PCT,EDUN,MUHAMMAD,N,79585,2687,369,112000,,None,NDROS2PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200028534,2000-05-18,,,,PEND,OPTICAL PICKUP AND SERVO CONTROL SYSTEM FOR DIGITAL DATA STORAGE,0,0
PCT/US99/26857,1999-11-12,?,PCT,PHAM,TOAN,NGOC,89618,2684,340,426000,,None,WHGPCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200027676,2000-05-18,,,,PEND,SECURITY SYSTEM WITH REMOTE INDICATION,0,0
PCT/US99/26858,1999-11-12,?,PCT,KISHORE,GOLLAMUDI,S,93329,1615,424,450000,,None,TRANS-001 PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200027359,2000-05-18,,,,PEND,AN INHALATION SYSTEM,0,0
PCT/US99/26859,1999-11-12,?,PCT,ALAM,SHAHID,AL,97140,2162,707,001000,,None,1335/1 PCT,566,07feb2000 00:00:00,9200,2006-03-27,,,200122283,2001-03-29,,,,PEND,METHODS AND SYSTEMS FOR FACILITATING USER ACCESS TO WEB PAGES USING PORTAL DEVICE,0,0
PCT/US99/26860,1999-11-12,?,PCT,ACHUTAMURTHY,PONNATHAPURA,N,79335,1652,435,195000,,None,SUN-101PCT,566,10feb2000 00:00:00,9200,2006-03-27,,,200027861,2000-05-18,,,,PEND,NOVEL PHOSPHODIESTERASE INTERACTING PROTEINS,0,0
PCT/US99/26861,1999-11-12,?,PCT,FUQUA,SHAWNTINA,T,69142,3742,219,390000,,None,14912-766,256,10nov2001 00:00:00,9200,2006-03-27,,,200029799,2000-05-25,,,,PEND,APPARATUS AND METHOD FOR THERMAL PROCESSING OF SEMICONDUCTOR SUBSTRATES,0,0
PCT/US99/26862,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,SOVA.012.00W,218,13dec1999 17:24:03,9200,2006-03-27,,,200037430,2000-06-29,,,,PEND,USE OF ANDROGEN RECEPTOR SUPPRESSORS,0,0
PCT/US99/26864,1999-11-12,?,PCT,WONG,ALBERT,KANG,68024,3649,341,022000,,None,42390.P6233,256,10nov2001 00:00:00,9200,2006-03-27,,,200038332,2000-06-29,,,,PEND,ELECTRONIC DEVICE WITH HIDDEN KEYBOARD,0,0
PCT/US99/26865,1999-11-12,?,PCT,KRAIG,WILLIAM,F,59567,2815,257,382000,,None,42390.P5762,275,12may2006 00:00:00,9200,2012-03-05,,,200036634,2000-06-22,,,,PEND,AMORPHIZATION OF SUBSTRATE TO PREVENT SILICIDE ENCROACHMENT INTO CHANNEL REGION OF FIELD EFFECT,0,0
PCT/US99/26866,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,2026-4292PC,218,13dec1999 17:23:36,9200,2006-03-27,,,200034494,2000-06-15,,,,PEND,A RECOMBINANT VECTOR EXPRESSING MULTIPLE COSTIMULATORY MOLECULES AND USES THEREOF,0,0
PCT/US99/26867,1999-11-12,?,PCT,None,None,None,,5333,000,000000,,None,2505.1001002,218,07dec1999 17:23:32,9200,2006-03-27,,,200029466,2000-05-25,,,,PEND,MICROPARTICLES OF A THERMALLY-GELLING POLYMER,0,0
PCT/US99/26868,1999-11-12,?,PCT,ALVAREZ,RAQUEL,,97051,2162,705,026000,,None,1550-4,256,10nov2001 00:00:00,9200,2006-03-27,,,200030004,2000-05-25,,,,PEND,"ELECTRONIC COMMERCE SEARCH, RETRIEVAL AND TRANSACTION SYSTEM",0,0
PCT/US99/26869,1999-11-12,?,PCT,FALK,ANNE MARIE,,93129,1632,514,044000,,None,UNME-25 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200029032,2000-05-25,,,,PEND,METHODS FOR USING HEAT SHOCK PROTEINS BOUND TO DNA OR RNA,0,0
PCT/US99/26870,1999-11-12,?,PCT,WOITACH,JOSEPH,T,61522,1632,800,013000,,None,WU43BPCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200029608,2000-05-25,,,,PEND,"TRANSGENIC ANIMALS AS URINARY BIOREACTORS FOR THE PRODUCTION OF PROTEIN IN THE URINE, RECOMBINANT",0,0
PCT/US99/26871,1999-11-12,?,PCT,BASKAR,PADMAVATHI,,81402,1645,435,235100,,None,0942.464PC01,256,10nov2001 00:00:00,9200,2006-03-27,,,200029000,2000-05-25,,,,PEND,COMPOSITIONS AND METHODS FOR RECOMBINATIONAL CLONING OF NUCLEIC ACID MOLECULES,0,0
PCT/US99/26872,1999-11-12,?,PCT,ALVAREZ,RAQUEL,,97051,2162,705,026000,,None,1550-3,256,10nov2001 00:00:00,9200,2006-03-27,,,200030005,2000-05-25,,,,PEND,"ELECTRONIC COMMERCE SEARCH, RETRIEVAL AND TRANSACTION SYSTEM",0,0
PCT/US99/26873,1999-11-12,?,PCT,HOTALING,JOHN,M,67568,3713,463,043000,,None,LANB 103 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200029083,2000-05-25,,,,PEND,A MOTOR VEHICLE ENTERTAINMENT SYSTEM,0,0
PCT/US99/26874,1999-11-12,?,PCT,PHAN,DAO,LINDA,66024,3648,342,357090,,None,LANB 102 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200029869,2000-05-25,,,,PEND,A SPEED TRAP INFORMATION SYSTEM,0,0
PCT/US99/26875,1999-11-12,?,PCT,None,None,None,,5333,000,000000,,None,KTWO-114692,218,10dec1999 17:22:02,9200,2006-03-27,,,200030723,2000-06-02,,,,PEND,FOAM CORE IN-LINE SKATE FRAME,0,0
PCT/US99/26876,1999-11-12,?,PCT,NGUYEN,THUAN,T,77480,2618,455,031300,,None,GLNPWM114714,256,10nov2001 00:00:00,9200,2006-03-27,,,200028686,2000-05-18,,,,PEND,TWO-WAY PAGING SYSTEM HAVING RANDOM REVERSE CHANNEL SLOT SCHEDULING,0,0
PCT/US99/26877,1999-11-12,?,PCT,LEE,JOHN,D,86768,2874,385,015000,,None,06618/375WO1,256,10nov2001 00:00:00,9200,2006-03-27,,,200029886,2000-05-25,,,,PEND,RESONATOR FIBER BIDIRECTIONAL COUPLER,0,0
PCT/US99/26878,1999-11-10,?,PCT,None,None,None,,5333,000,000000,,None,SONY-03100WO,218,10dec1999 17:21:29,9200,2006-03-27,,,200028690,2000-05-18,,,,PEND,METHOD AND APPARATUS FOR CONVERTING AND DIRECTING COMMUNICATIONS BETWEEN DEVICES OPERATING UNDER AN,0,0
PCT/US99/26879,1999-11-09,?,PCT,DUDASH,DIANA,L,59491,1619,424,401000,,None,2092/2E428WO,566,25jan2001 00:00:00,9200,2006-03-27,,,200027353,2000-05-18,,,,PEND,SKIN CARE COMPOSITION,0,0
PCT/US99/26880,1999-11-11,?,PCT,LE,HOANGANH,T,63680,2845,343,781000,,None,PD-970409 PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200028622,2000-05-18,,,,PEND,ELECTRONICALLY SCANNED CASSEGRAIN ANTENNA WITH FULL APERTURE SECONDARY/RADOME,0,0
PCT/US99/26881,1999-11-11,?,PCT,LEE,BENNY,T,98082,2842,333,025000,,None,PD-R98075 PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200028614,2000-05-18,,,,PEND,DUAL LINE POWER TRANSFORMER,0,0
PCT/US99/26882,1999-11-11,?,PCT,GREGORY,BERNARR,E,95913,3648,244,003000,,None,PD-R98012 PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200033012,2000-06-08,,,,PEND,LINE OF SIGHT POINTING MECHANISIM FOR SENSORS,0,0
PCT/US99/26883,1999-11-12,?,PCT,None,None,None,,5333,000,000000,,None,CM1960Q/JB,218,10dec1999 17:20:41,9200,2006-03-27,,,200030956,2000-06-02,,,,PEND,SINGLE POP-UP WET WIPE DISPENSING SYSTEM,0,0
PCT/US99/26884,1999-11-12,?,PCT,None,None,None,,5333,000,000000,,None,AA362X/JB,218,07dec1999 17:20:35,9200,2006-03-27,,,200028873,2000-05-25,,,,PEND,A HAND-HELD CLEANING DEVICE,0,0
PCT/US99/26885,1999-11-10,?,PCT,NECKEL,ALEXA,DOROSHENK,99599,1764,422,192000,,None,C-2050,256,10nov2001 00:00:00,9200,2006-03-27,,,200027518,2000-05-18,,,,PEND,HYDROCARBON FUEL GAS REFORMER ASSEMBLY FOR A FUEL CELL POWER PLANT,0,0
PCT/US99/26886,1999-11-12,?,PCT,None,None,None,,5333,000,000000,,None,7349/JB,218,02dec1999 17:20:15,9200,2006-03-27,,,200030460,2000-06-02,,,,PEND,MICROORGANISM REDUCTION METHODS AND COMPOSITIONS FOR FOOD,0,0
PCT/US99/26887,1999-11-12,?,PCT,GHALI,ISIS,A D,65859,1615,424,490000,,None,2844/528762,256,10nov2001 00:00:00,9200,2006-03-27,,,200032255,2000-06-08,,,,PEND,POLYMERIC COATING FOR CONTROLLED DELIVERY OF ACTIVE AGENTS,0,0
PCT/US99/26888,1999-11-12,?,PCT,BISHOP,STEVEN,C,66631,3722,408,23900R,,None,P-PC-TN-1452,256,10nov2001 00:00:00,9200,2006-03-27,,,200027574,2000-05-18,,,,PEND,"CHUCK, BIT, ASSEMBLY THEREOF AND METHOD OF MOUNTING",0,0
PCT/US99/26889,1999-11-10,?,PCT,WOLDETATIOS,YEMANE,,89844,2684,455,066000,,None,5937-5,256,10nov2001 00:00:00,9200,2006-03-27,,,200039602,2000-07-06,,,,PEND,PORTABLE COMPUTER LOCATING DEVICE,0,0
PCT/US99/26890,1999-11-12,?,PCT,MANTIS MERCADER,ELENI,M,74845,3737,600,423000,,None,25439.020500,256,10nov2001 00:00:00,9200,2006-03-27,,,200028895,2000-05-25,,,,PEND,MINIATURE MAGNETIC RESONANCE CATHETER COILS AND RELATED METHODS,0,0
PCT/US99/26891,1999-11-10,?,PCT,FOX,DAVID,T,62931,1663,800,278000,,None,15354/00/WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200028014,2000-05-18,,,,PEND,PLASTID TRANSFORMATION OF SOLANACEOUS PLANTS,0,0
PCT/US99/26892,1999-11-10,?,PCT,HIRSHFELD,ANDREW,HOWARD,85454,2859,033,121000,,None,189443.PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200028276,2000-05-18,,,,PEND,"METHOD AND APPARATUS FOR A LINE BASED, TWO- DIMENSIONAL CHARACTERIZATION OF A THREE-",0,0
PCT/US99/26893,1999-11-11,?,PCT,CHEN,SHIN LIN,,65631,1633,514,044000,,None,GM10183,256,10nov2001 00:00:00,9200,2006-03-27,,,200028820,2000-05-25,,,,PEND,DNAB,0,0
PCT/US99/26894,1999-11-12,?,PCT,HYUN,SOON,D,90899,2616,370,410000,,None,TLSIP00WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200033519,2000-06-08,,,,PEND,IMPROVED SIGNALING SYSTEM FOR TELECOMMUNICATIONS,0,0
PCT/US99/26895,1999-11-12,?,PCT,MAYO III,WILLIAM,H,84518,2831,174,116000,,None,AMER17825PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200030126,2000-05-25,,,,PEND,URETHANE-BASED COATING FOR MINING CABLE,0,0
PCT/US99/26896,1999-11-12,?,PCT,PEZZUTO,ROBERT,ERIC,91004,3671,037,345000,,None,901033-2001,256,10nov2001 00:00:00,9200,2006-03-27,,,200028158,2000-05-18,,,,PEND,METHOD OF AND APPARATUS FOR INSTALLATION OF PLATE ANCHORS,0,0
PCT/US99/26897,1999-11-12,?,PCT,KANG,PAUL,H,63118,2152,709,201000,,None,CH10002PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200038073,2000-06-29,,,,PEND,SYSTEM FOR EXPRESSING COMPLEX DATA RELATIONSHIPS USING SIMPLE LANGUAGE CONSTRUCTS,0,0
PCT/US99/26898,1999-11-12,?,PCT,LE,UYEN,T,74147,2171,707,003000,,None,CH10004PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200039711,2000-07-06,,,,PEND,SYSTEM AND METHOD FOR AGGREGATING DISTRIBUTED DATA,0,0
PCT/US99/26899,1999-11-12,?,PCT,JOSEPH,THOMAS,J,65526,2173,345,326000,,None,CH10001PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200029950,2000-05-25,,,,PEND,"SYSTEM, METHOD AND COMPUTER PROGRAM PRODUCT FOR DYNAMICALLY GENERATING A GRAPHICAL USER INTERFACE",0,0
PCT/US99/26900,1999-11-12,?,PCT,KULIK,PAUL,V,95823,2177,434,317000,,None,003456.P008,256,10nov2001 00:00:00,9200,2006-03-27,,,200030862,2000-06-02,,,,PEND,PRINTED BOOK AUGMENTED WITH ASSOCIATED ELECTRONIC DATA,0,0
PCT/US99/26901,1999-11-12,?,PCT,ETIENNE,ARIO,,92969,2155,710,100000,,None,002998.P003,256,10nov2001 00:00:00,9200,2006-03-27,,,200029961,2000-05-25,,,,PEND,COMMUNICATIONS SYSTEM AND METHOD WITH MULTILEVEL CONNECTION IDENTIFICATION,0,0
PCT/US99/26902,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,082771.P342,218,02dec1999 17:17:07,9200,2006-03-27,,,200030401,2000-05-25,,,,PEND,METHOD AND APPARATUS FOR SUPPORT OF IP DIFFERENTIATED SERVICE OVER MPOA,0,0
PCT/US99/26903,1999-11-12,?,PCT,NGUYEN,TUYEN,T,70508,2837,335,291000,,None,006-051-201,256,10nov2001 00:00:00,9200,2006-03-27,,,200030129,2000-05-25,,,,PEND,ELECTROMAGNETIC LIFTING SYSTEM,0,0
PCT/US99/26904,1999-11-12,?,PCT,LUND,JEFFRIE,ROBERT,73555,1763,118,715000,,None,13676.115.1A,256,10nov2001 00:00:00,9200,2006-03-27,,,200028103,2000-05-18,,,,PEND,LINEAR APERTURE DEPOSITION APPARATUS AND COATING PROCESS,0,0
PCT/US99/26905,1999-11-11,?,PCT,NGUYEN,THUAN,T,77480,2618,455,406000,,None,236/040WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200029867,2000-05-25,,,,PEND,SYSTEM AND METHOD FOR IMPLEMENTING FLEXIBLE CALLING PLANS,0,0
PCT/US99/26906,1999-11-12,?,PCT,NECKEL,ALEXA,DOROSHENK,99599,1764,048,198300,,None,TXCO74D98014,256,10nov2001 00:00:00,9200,2006-03-27,,,200029323,2000-05-25,,,,PEND,SOOT FILTER CAKE DISPOSAL,0,0
PCT/US99/26907,1999-11-12,?,PCT,NECKEL,ALEXA,DOROSHENK,99599,1764,048,19700R,,None,TXCO76D98030,256,10nov2001 00:00:00,9200,2006-03-27,,,200029514,2000-05-25,,,,PEND,REMOVAL OF SOOT IN A GASIFICATION SYSTEM,0,0
PCT/US99/26908,1999-11-11,?,PCT,RETTA,YEHDEGA,,68548,2162,705,035000,,None,04411.P001,256,10nov2001 00:00:00,9200,2006-03-27,,,200028487,2000-05-18,,,,PEND,"DISTRIBUTED, HIGH PERFORMANCE ARCHITECTURE FOR ONLINE INVESTMENT SERVICES",0,0
PCT/US99/26909,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,98-74PC,218,07dec1999 17:15:22,9200,2006-03-27,,,200029579,2000-05-25,,,,PEND,MAMMALIAN CHONDROMODULIN-LIKE PROTEIN,0,0
PCT/US99/26910,1999-11-12,?,PCT,DELCOTTO,GREGORY,R,65737,1751,510,226000,,None,GC594-PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200029534,2000-05-25,,,,PEND,FLUIDIZED BED LOW DENSITY GRANULE,0,0
PCT/US99/26911,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,8194.238.WO,218,06dec1999 17:15:07,9200,2006-03-27,,,200044106,2000-07-27,,,,PEND,APPARATUS AND METHODS FOR INTERFERENCE CANCELLATION IN SPREAD SPECTRUM COMMUNICATIONS,0,0
PCT/US99/26912,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,9078.10.WO,218,03dec1999 17:15:03,9200,2006-03-27,,,200051019,2000-08-31,,,,PEND,"SYSTEMS, METHODS AND COMPUTER PROGRAM PRODUCTS FOR EDITING A REMOTELY LOCATED DOCUMENT IN A",0,0
PCT/US99/26913,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,8194.215.WO,218,03dec1999 17:14:57,9200,2006-03-27,,,200041371,2000-07-13,,,,PEND,POWER IQ MODULATION SYSTEMS AND METHODS,0,0
PCT/US99/26914,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,1190-7003,218,03dec1999 17:14:52,9200,2006-03-27,,,200031951,2000-06-02,,,,PEND,IP BASED GSM INTER-MSC HANDOVER,0,0
PCT/US99/26915,1999-11-12,?,PCT,CHOI,KYLE,JAEHUN,89320,2163,703,007000,,None,M93.13-0309,256,10nov2001 00:00:00,9200,2006-03-27,,,200028802,2000-05-25,,,,PEND,MEASURING SYSTEM REPEATABLE BANDWIDTH FOR SIMULATION TESTING,0,0
PCT/US99/26916,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,SMICRO.011VP,218,06dec1999 17:14:32,9200,2006-03-27,,,200028498,2000-05-18,,,,PEND,COMPUTER SYSTEM WITH MOTION-TRIGGERED ALARM PROCEDURE,0,0
PCT/US99/26917,1999-11-12,?,PCT,DEPUMPO,DANIEL,G,95151,3611,280,291000,,None,16714-15PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200029278,2000-05-25,,,,PEND,IMPROVED LOCKING SYSTEM FOR A FOOTREST HANGER,0,0
PCT/US99/26918,1999-11-12,?,PCT,NOLAN,DANIEL,A,70899,2641,704,001000,,None,99RSS039PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200033296,2000-06-08,,,,PEND,SILENCE DESCRIPTION CODING FOR MULTI-RATE SPEECH CODECS,0,0
PCT/US99/26919,1999-11-12,?,PCT,TRINH,MINH,N,64481,3729,029,842000,,None,M-5269-07F,275,21mar2002 00:00:00,9200,2006-03-27,,,200030417,2000-05-25,,,,PEND,METHOD AND APPARATUS FOR ALIGNING DEVICE INTERCONNECTIONS,0,0
PCT/US99/26920,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,69816-125974,218,03dec1999 17:13:49,9200,2006-03-27,,,200029048,2000-05-25,,,,PEND,APPARATUS AND METHOD FOR FILLING AN AMPULE OF A NEEDLE-LESS INJECTOR,0,0
PCT/US99/26921,1999-11-12,?,PCT,TSAY,FRANK,,75199,3672,166,373000,,None,D5431-00009,256,10nov2001 00:00:00,9200,2006-03-27,,,200047865,2000-08-17,,,,PEND,SINGLE VALVE FOR A CASHING FILLING AND CIRCULATING APPARATUS,0,0
PCT/US99/26922,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,450-97-003,218,10feb2000 17:13:29,9200,2006-03-27,,,200030179,2000-05-25,,,,PEND,HIGH TEMPERATURE TRANSISTOR WITH REDUCED RISK OF ELECTROMIGRATION,0,0
PCT/US99/26923,1999-11-12,?,PCT,BASKAR,PADMAVATHI,,81402,1645,536,023100,,None,18941-4-1PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200027994,2000-05-18,,,,PEND,CHLAMYDIA PNEUMONIAE GENOME SEQUENCE,0,0
PCT/US99/26924,1999-11-12,?,PCT,ELALLAM,AHMED,,99981,2616,370,221000,,None,SVXL0001P,256,10nov2001 00:00:00,9200,2006-03-27,,,200030293,2000-05-25,,,,PEND,HIGH PERFORMANCE DIGITAL LOOP DIAGNOSTIC TECHNOLOGY,0,0
PCT/US99/26925,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,"RCA 89,952",218,06dec1999 17:12:52,9200,2006-03-27,,,200030357,2000-05-25,,,,PEND,METHOD AND APPARATUS FOR PROVIDING DIGITAL VIDEO DATA,0,0
PCT/US99/26926,1999-11-12,?,PCT,ROVNAK,JOHN,EDMUND,77377,3713,434,250000,,None,LEESLIPPER,256,10nov2001 00:00:00,9200,2006-03-27,,,200029072,2000-05-25,,,,PEND,SLIPPER WITH MUSICAL AND RHYTHMIC STIMULATION,0,0
PCT/US99/26927,1999-11-12,?,PCT,WOITACH,JOSEPH,T,61522,1632,424,093100,,None,640100-346,256,10nov2001 00:00:00,9200,2006-03-27,,,200029002,2000-05-25,,,,PEND,IN UTERO TRANSPLANTATION OF HUMAN MESENCHYMAL STEM CELLS,0,0
PCT/US99/26928,1999-11-12,?,PCT,RAO,MANJUNATH,N,79811,1652,435,068100,,None,454-25 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200029559,2000-05-25,,,,PEND,KELL PROTEIN PROTEOLYTIC ACTIVITY,0,0
PCT/US99/26929,1999-11-17,?,PCT,EDOUARD,PATRICK,NESTOR,75415,2644,704,008000,,None,991452,256,10nov2001 00:00:00,9200,2006-03-27,,,200033295,2000-06-08,,,,PEND,METHOD FOR IDENTIFYING THE LANGUAGE OF INDIVIDUAL WORDS,0,0
PCT/US99/26930,1999-11-17,?,PCT,RICHMAN,GLENN,E,63136,3764,433,173000,,None,LUSTIG-1 PCT,275,07may2003 00:00:00,9200,2008-01-22,,,200028914,2000-05-25,,,,PEND,DENTAL IMPLANT AND TOOL AND METHOD FOR EFFECTING A DENTAL RESTORATION USING THE SAME,0,0
PCT/US99/26931,1999-11-12,?,PCT,TUNG,JOYCE,,95000,1656,435,006000,,None,G65PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200029621,2000-05-25,,,,PEND,METHOD FOR MEASURING TARGET POLYNUCLEOTIDES AND NOVEL ASTHMA BIOMOLECULES,0,0
PCT/US99/26932,1999-11-12,?,PCT,None,None,None,,5331,000,000000,,None,H1616875WO,218,10apr2000 17:11:07,9200,2006-03-27,,,200041391,2000-07-13,,,,PEND,SYSTEM FOR CONSTRUCTING AND DISTRIBUTING BLOCK- BASED FRAGMENTS,0,0
PCT/US99/26933,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,H1725379WO,218,22mar2000 17:11:02,9200,2006-03-27,,,200040925,2000-07-13,,,,PEND,METHOD AND APPARATUS FOR REDUCING WAVELENGTH RIPPLE IN A FIBER OPTIC GYROSCOPE,0,0
PCT/US99/26934,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,H1617030WO,218,13dec1999 17:10:56,9200,2006-03-27,,,200040953,2000-07-13,,,,PEND,DIFFERENTIAL THERMAL ANALYSIS SENSOR,0,0
PCT/US99/26935,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,H1725371WO,218,24feb2000 17:10:49,9200,2006-03-27,,,200040926,2000-07-13,,,,PEND,SYSTEM FOR SUPPRESSION OF RELATIVE INTENSITY NOISE IN A FIBER OPTIC GYROSCOPE,0,0
PCT/US99/26936,1999-11-12,?,PCT,HUSAR,JOHN,,91913,3725,241,046013,,None,T7189PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200029116,2000-05-25,,,,PEND,VALVE FOR WATER DRIVEN WASTE DISPOSAL APPARATUS,0,0
PCT/US99/26937,1999-11-12,?,PCT,MULVANEY,ELIZABETH,EVANS,64115,1774,428,320200,,None,04037/011WO1,256,10nov2001 00:00:00,9200,2006-03-27,,,200029206,2000-05-25,,,,PEND,MONODISPERSE PREPARATIONS USEFUL WITH IMPLANTED DEVICES,0,0
PCT/US99/26938,1999-11-12,?,PCT,BRUMBACK,BRENDA,G,77051,1642,424,215100,,None,I/98413 WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200029016,2000-05-25,,,,PEND,INTRADERMAL AVIAN IMMUNIZATION WITH INACTIVATED VACCINES,0,0
PCT/US99/26939,1999-11-12,?,PCT,BORIN,MICHAEL,L,72047,1631,514,014000,,None,A700/691,256,10nov2001 00:00:00,9200,2006-03-27,,,200029010,2000-05-25,,,,PEND,MIMETIC INSECT ALLATOSTATIN ANALOGS FOR INSECT CONTROL,0,0
PCT/US99/26940,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,P/2167-143,218,01dec1999 17:09:45,9200,2006-03-27,,,200029971,2000-05-25,,,,PEND,A SYSTEM AND METHOD FOR MANAGING INFORMATION RETRIEVALS FROM DISTRIBUTED ARCHIVES,0,0
PCT/US99/26941,1999-11-12,?,PCT,None,None,None,,5332,000,000000,,None,MH9-98-006,218,13dec1999 17:09:39,9200,2006-03-27,,,200029698,2000-05-25,,,,PEND,ANTI-SHOCK MECHANISM FOR AN ELECTRONIC LOCK,0,0
PCT/US99/26942,1999-11-15,?,PCT,None,None,None,,5332,000,000000,,None,2968.PDD.KPU,218,21dec1999 17:09:34,9200,2006-03-27,,,200029642,2000-05-25,,,,PEND,PLASMA TREATMENT FOR COPPER OXIDE REDUCTION,0,0
